KPX,05-Jun-2020,691.94,696.77,678.29,689.09,0
KRX,05-Jun-2020,83.85,84.92,82.1,83.25,0
KSX,05-Jun-2020,393.6,396.96,386.23,386.79,0
KYX,05-Jun-2020,57.97,60.9,57.97,59.31,0
LOWA,05-Jun-2020,0.01,0.01,0.01,0.01,0
LOWC,05-Jun-2020,1,1,1,1,0
LOWD,05-Jun-2020,0.01,0.01,0.01,0.01,0
LOWE,05-Jun-2020,65,65,65,65,0
LOWN,05-Jun-2020,0.01,0.01,0.01,0.01,0
LOWQ,05-Jun-2020,1,1,1,1,0
LOWS,05-Jun-2020,3,3,3,3,0
LOWU,05-Jun-2020,46,46,46,46,0
LOWV,05-Jun-2020,1,1,1,1,0
M1DA,05-Jun-2020,53,53,53,53,18600
M1DB,05-Jun-2020,23,23,23,23,2800
M1DC,05-Jun-2020,1210,1210,1210,1210,193700
M1DE,05-Jun-2020,1324,1324,1324,1324,195000
M1DF,05-Jun-2020,54,54,54,54,6000
M1DG,05-Jun-2020,706,706,706,706,98200
M1DH,05-Jun-2020,1885,1885,1885,1885,365900
M1DI,05-Jun-2020,66,66,66,66,7200
M1DJ,05-Jun-2020,16,16,16,16,2800
M1DK,05-Jun-2020,51,51,51,51,7100
M1DL,05-Jun-2020,637,637,637,637,306800
M1DM,05-Jun-2020,11,11,11,11,3300
M1DN,05-Jun-2020,1410,1410,1410,1410,190700
M1DO,05-Jun-2020,71,71,71,71,10000
M1DP,05-Jun-2020,364,364,364,364,49800
M1DQ,05-Jun-2020,1059,1059,1059,1059,260800
M1DR,05-Jun-2020,24,24,24,24,3100
M1DS,05-Jun-2020,30,30,30,30,6100
M1DT,05-Jun-2020,25,25,25,25,2600
M1DU,05-Jun-2020,345,345,345,345,257300
M1DV,05-Jun-2020,2177,2177,2177,2177,415400
M1DW,05-Jun-2020,17,17,17,17,2600
M1DX,05-Jun-2020,2522,2522,2522,2522,470100
M1DY,05-Jun-2020,47,47,47,47,6300
M1DZ,05-Jun-2020,1890,1890,1890,1890,283500
M1HA,05-Jun-2020,58,58,58,58,18600
M1HB,05-Jun-2020,24,24,24,24,2800
M1HC,05-Jun-2020,1236,1236,1236,1236,193700
M1HE,05-Jun-2020,1467,1467,1467,1467,195000
M1HF,05-Jun-2020,55,55,55,55,6000
M1HG,05-Jun-2020,722,722,722,722,98200
M1HH,05-Jun-2020,1931,1931,1931,1931,365900
M1HI,05-Jun-2020,66,66,66,66,7200
M1HJ,05-Jun-2020,16,16,16,16,2800
M1HK,05-Jun-2020,52,52,52,52,7100
M1HL,05-Jun-2020,676,676,676,676,306800
M1HM,05-Jun-2020,12,12,12,12,3300
M1HN,05-Jun-2020,1432,1432,1432,1432,190700
M1HO,05-Jun-2020,73,73,73,73,10000
M1HP,05-Jun-2020,372,372,372,372,49800
M1HQ,05-Jun-2020,1117,1117,1117,1117,260800
M1HR,05-Jun-2020,24,24,24,24,3100
M1HS,05-Jun-2020,33,33,33,33,6100
M1HT,05-Jun-2020,25,25,25,25,2600
M1HU,05-Jun-2020,358,358,358,358,257300
M1HV,05-Jun-2020,2249,2249,2249,2249,415400
M1HW,05-Jun-2020,18,18,18,18,2600
M1HX,05-Jun-2020,2607,2607,2607,2607,470100
M1HY,05-Jun-2020,47,47,47,47,6300
M1HZ,05-Jun-2020,1931,1931,1931,1931,283500
M1LA,05-Jun-2020,5,5,5,5,18600
